paper_id,query_seed,title,year,venue,doi,url,authors,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions,relevance_score,bucket,notes,source
800,human-robot shared control,Safety-Critical Control for Human-Robot Interaction in Shared Workspaces using Control Barrier Functions,2026,International Journal of Computational and Biological Sciences,10.66238/ijcbs40,https://doi.org/10.66238/ijcbs40,James Anderson; Emily Johnson,,,,,,,,27,,,crossref
8,shared autonomy,Shared-autonomy control for improving Human-Robot collaboration in haptic teleoperation,2026,,10.70675/53c62ad1z37cbz4f1fz9b0cz76870058cc4f,https://doi.org/10.70675/53c62ad1z37cbz4f1fz9b0cz76870058cc4f,; Elio Jabbour,,,,,,,,27,,,crossref
530,assistive teleoperation robot,Language-aided robotic teleoperation system (LARTS) for advanced teleoperation,1987,IEEE Journal on Robotics and Automation,10.1109/jra.1987.1087123,https://doi.org/10.1109/jra.1987.1087123,T. Sato; S. Hirai,,,,,,,,26,,,crossref
571,assistive teleoperation robot,Achieving impedance objectives in robot teleoperation,2002,Proceedings of International Conference on Robotics and Automation,10.1109/robot.1997.606875,https://doi.org/10.1109/robot.1997.606875,C.R. Carignan; D.L. Akin,,,,,,,,26,,,crossref
70,shared autonomy,Shared autonomy in a robot hand teleoperation system,2002,Proceedings of IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS'94),10.1109/iros.1994.407383,https://doi.org/10.1109/iros.1994.407383,P. Michelman; P. Allen,,,,,,,,26,,,crossref
551,assistive teleoperation robot,Ecological Interfaces for Improving Mobile Robot Teleoperation,2007,IEEE Transactions on Robotics,10.1109/tro.2007.907479,https://doi.org/10.1109/tro.2007.907479,C.W. Nielsen; M.A. Goodrich; R.W. Ricks,,,,,,,,26,,,crossref
498,assistive teleoperation robot,Formalizing Assistive Teleoperation,2012,Robotics: Science and Systems VIII,10.15607/rss.2012.viii.010,https://doi.org/10.15607/rss.2012.viii.010,Anca Dragan; Siddhartha Srinivasa,,,,,,,,26,,,crossref
592,robot arbitration human control,Human-preference-based control design: Adaptive robot admittance control for physical human-robot interaction,2012,2012 IEEE RO-MAN: The 21st IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2012.6343792,https://doi.org/10.1109/roman.2012.6343792,Vladislav Okunev; Thomas Nierhoff; Sandra Hirche,,,,,,,,26,,,crossref
504,assistive teleoperation robot,Formalizing Assistive Teleoperation,2013,Robotics,10.7551/mitpress/9816.003.0015,https://doi.org/10.7551/mitpress/9816.003.0015,Anca D. Dragan; Siddhartha S. Srinivasa,,,,,,,,26,,,crossref
579,assistive teleoperation robot,A Surgical Robot Teleoperation Framework for Providing Haptic Feedback Incorporating Virtual Environment-Based Guidance,2016,Frontiers in Robotics and AI,10.3389/frobt.2016.00047,https://doi.org/10.3389/frobt.2016.00047,Adnan Munawar; Gregory Fischer,,,,,,,,26,,,crossref
